Game Name,Version,Repository,Short Description,Description,Tags,Homepage,Category,Interface,Tracker Info,Screenshots,Score,Notes
ddnet,11.8-1,main,Teeworlds modification with a unique cooperative gameplay,"Teeworlds modification with a unique cooperative gameplay,,
DDraceNetwork (DDNet) is an actively maintained version of DDRace, a Teeworlds modification with a unique cooperative gameplay. Help each other play through custom maps with up to 64 players, compete against the best in international tournaments, design your own maps, or run your own server.,,
,,
This package contains the client binary for DDNet.",uitoolkit::sdl,https://ddnet.tw/,,,https://tracker.debian.org/pkg/ddnet,https://screenshots.debian.net/package/ddnet,,nan
deal,3.1.9-11,main,bridge hand generator,"bridge hand generator,,
This program generates bridge hands. It can be told to generate only hands satisfying conditions like being balanced, having a range of HCPs, controls, or other user-definable properties. Hands can be output in various formats, like pbn for feeding to other bridge programs, deal itself, or split up into a file per player for practise. Extensible via Tcl.","implemented-in::c, implemented-in::tcl, role::program, scope::utility, use::gameplaying",https://bridge.thomasoandrews.com/deal/,card,commandline,https://tracker.debian.org/pkg/deal,https://screenshots.debian.net/package/deal,0.0,nah!
dealer,20161012-4,main,bridge hand generator,"bridge hand generator,,
This program generates bridge hands for partnerships bidding training or for generating statistics that can be used to design conventions, or win postmortems. Dealer has been used in many bridge publications.,,
,,
Bridge is an intellectually challenging card game for four players. The ""deal"" package provides a similar generator programmable in Tcl.","implemented-in::c, role::program, scope::utility, use::gameplaying",https://henku.home.xs4all.nl/software/dealer.html,card,commandline,https://tracker.debian.org/pkg/dealer,https://screenshots.debian.net/package/dealer,,nan
defendguin,0.0.12-7,main,defender clone with penguins,,,,,,https://tracker.debian.org/pkg/defendguin,https://screenshots.debian.net/package/defendguin,,nan
desmume,0.9.11-3,main,Nintendo DS emulator,"Nintendo DS emulator,,
DeSmuME is a Nintendo DS emulator running homebrew demos and commercial games.,,
,,
This package includes all three binaries:,,
* desmume: gtk user interface;,,
* desmume-glade: gtk-glade user interface;,,
* desmume-cli: command line user interface.","hardware::emulation, implemented-in::c, role::program, uitoolkit::gtk, uitoolkit::sdl, use::gameplaying, x11::application",http://desmume.org/,,"commandline, graphical",https://tracker.debian.org/pkg/desmume,https://screenshots.debian.net/package/desmume,4.0,a well known emulator
deutex,5.1.2-1,main,composition tool for doom-style WAD files,"composition tool for doom-style WAD files,,
DEU's Texture Companion (DeuTex) is a resource editor that can extract and insert graphics, sounds, levels and other resources in doom-format WAD (where's all the data?) files.,,
,,
DeuTex is command-line oriented and is most useful for assembling WAD files as part of a build procedure, such as via Makefile.","implemented-in::c, role::program, use::editing, use::gameplaying",https://github.com/Doom-Utils/deutex,fps,,https://tracker.debian.org/pkg/deutex,https://screenshots.debian.net/package/deutex,,nan
dhewm3,1.5.0+git20181221+dfsg-1,contrib,GPL Doom 3 game engine,"GPL Doom 3 game engine,,
The goal of dhewm 3 is bring the DOOM3 engine with the help of SDL to all suitable platforms.,,
,,
This game engine is compatible with the original Doom3 data files and the Resurrection of Evil extension. To play it, you need to own the game data.,,
,,
Bugs present in the original DOOM 3 will be fixed (when identified) without altering the original gameplay.",uitoolkit::sdl,https://dhewm3.org/,,,https://tracker.debian.org/pkg/dhewm3,https://screenshots.debian.net/package/dhewm3,,nan
dhewm3-d3xp,1.5.0+git20181221+dfsg-1,contrib,dhewm3's gamelibrary for the title DOOM³: Resurrection of Evil,"dhewm3's gamelibrary for the title DOOM³: Resurrection of Evil,,
This package contains the shared library containing the game logic for the add-on DOOM3³: Resurrection of Evil,,
,,
Please note that this package does not contain any game data, which is required to actually play the game.,,
,,
The package game-data-packager can help you to package your copy of the game data. Please see README.Debian for details.",,https://dhewm3.org/,,,https://tracker.debian.org/pkg/dhewm3-d3xp,https://screenshots.debian.net/package/dhewm3-d3xp,0.0,addon
dhewm3-doom3,1.5.0+git20181221+dfsg-1,contrib,dhewm3's gamelibrary for the title DOOM³,"dhewm3's gamelibrary for the title DOOM³,,
This package contains the shared library containing the game logic for DOOM³,,
,,
Please note that this package does not contain any game data, which is required to actually play the game.,,
,,
The package game-data-packager can help you to package your copy of the game data. Please see README.Debian for details.",,https://dhewm3.org/,,,https://tracker.debian.org/pkg/dhewm3-doom3,https://screenshots.debian.net/package/dhewm3-doom3,0.0,addon
dizzy,0.3-3,main,Graphics demo that makes you dizzy using rotating textures,"Graphics demo that makes you dizzy using rotating textures,,
dizzy is a graphics demo that rotates planes of patterns on a colored background to make you dizzy. Textures can be cross-faded and there is a mode that automatically changes textures, allowing dizzy to be run as a screensaver.","role::program, works-with::people",https://penma.de/code/dizzy,,,https://tracker.debian.org/pkg/dizzy,https://screenshots.debian.net/package/dizzy,,nan
dodgindiamond2,0.2.2-3,main,Little shoot-'em-up arcade game for one or two players,"Little shoot-'em-up arcade game for one or two players,,
This aims to be an old school arcade game with low resolution graphics, top-down scrolling action, energy based gameplay, and different weapons with several levels of power.","implemented-in::c, role::program, uitoolkit::sdl, use::gameplaying, x11::application",https://www.usebox.net/jjm/dd2/,arcade,graphical,https://tracker.debian.org/pkg/dodgindiamond2,https://screenshots.debian.net/package/dodgindiamond2,,nan
dolphin-emu,5.0+dfsg-5,main,Gamecube and Wii emulator,"Gamecube and Wii emulator,,
Dolphin is an emulator for two recent Nintendo video game consoles: the GameCube and the Wii. It allows PC gamers to enjoy games for these two consoles in full HD (1080p) with several enhancements: compatibility with all PC controllers, turbo speed, networked multiplayer, and even more.","hardware::emulation, implemented-in::c++, role::program, scope::application, uitoolkit::gtk, uitoolkit::sdl, uitoolkit::wxwidgets, use::gameplaying, works-with-format::iso9660, works-with::TODO, x11::application",https://dolphin-emu.org/,,graphical,https://tracker.debian.org/pkg/dolphin-emu,https://screenshots.debian.net/package/dolphin-emu,,nan
doom-wad-shareware,1.9.fixed-2,non-free,Shareware game files for the 3D game Doom,"Shareware game files for the 3D game Doom,,
This is the Shareware doom-wad file for Doom. A doom-wad file is required for doom-engines such as prboom or chocolate-doom.  You can use this package to sample the commercial game in conjunction with a package providing doom-engine.,,
,,
If you own one of the commercial Doom games, you can use game-data-packager to register your commercial doom-wad file on your Debian system.,,
,,
Finally, you can use the freedoom boom-wad package in conjunction with a boom-engine (e.g. prboom).","role::app-data, use::gameplaying",,arcade,,https://tracker.debian.org/pkg/doom-wad-shareware,https://screenshots.debian.net/package/doom-wad-shareware,,nan
doomsday,1.15.8-5+b1,main,enhanced version of the legendary DOOM game,"enhanced version of the legendary DOOM game,,
The purpose of the Doomsday Engine project is to create versions of DOOM, Heretic and Hexen that feel the same as the original games but are implemented using modern techniques such as 3D graphics and client/server networking. A lot of emphasis is placed on good-looking graphics.,,
,,
Doomsday Engine (or deng for short) requires an IWAD to play. You can install your commercial IWADs using game-data-packager.","role::program, uitoolkit::ncurses, uitoolkit::qt, uitoolkit::sdl, use::gameplaying, x11::application",https://www.dengine.net,fps,graphical,https://tracker.debian.org/pkg/doomsday,https://screenshots.debian.net/package/doomsday,4.0,"seems like a good doom engine, with something extra"
dopewars,1.5.12-19+b1,main,drug-dealing game set in streets of New York City,"drug-dealing game set in streets of New York City,,
UNIX rewrite of the MS-DOS program of the same name, which in turn was inspired by John E. Dell's ""Drug Wars"" game. You have one month to buy and sell drugs on the streets of New York, the aim being first to pay off your debt to the loan shark and then to make a fortune. And if you have to shoot a few cops in the process, well... The game includes TCP networking allowing you to meet (and shoot) other human drug dealers.","implemented-in::c, role::program, uitoolkit::gtk, uitoolkit::ncurses, uitoolkit::sdl, use::gameplaying, x11::application",http://dopewars.sourceforge.net,strategy,"commandline, graphical",https://tracker.debian.org/pkg/dopewars,https://screenshots.debian.net/package/dopewars,,nan
dossizola,1.0-10,main,Isola board game with nice graphics,"Isola board game with nice graphics,,
Do'SSi Zo'la is an SDL implementation of the Isola board game, featuring nice animations, which makes it appealing to children.,,
,,
The goal of the basic Isola game is to block the opponent by destroying the squares which surround him. In each turn, each player must first move to one of the squares adjacent to his current position, and then destroy a square of his choice. The first player who is unable to move loses.,,
,,
Do'SSi Zo'la provides a number of variations of the standard rules.","role::program, uitoolkit::sdl, use::gameplaying, x11::application",https://sourceforge.net/projects/dossizola/,board,graphical,https://tracker.debian.org/pkg/dossizola,https://screenshots.debian.net/package/dossizola,,nan
